tag_name,name,author_login,created_at,body,url,assets_url,upload_url,html_url,id,author_id,author_node_id,author_avatar_url,author_gravatar_id,author_url,author_html_url,author_followers_url,author_following_url,author_gists_url,author_starred_url,author_subscriptions_url,author_organizations_url,author_repos_url,author_events_url,author_received_events_url,author_type,author_site_admin,node_id,target_commitish,draft,prerelease,published_at,tarball_url,zipball_url,assets
v2019-11-20_v2,DO November Release version 2,lschriml,2019-11-20T22:27:57Z,Release Updated with suite of DO files.,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/21636330,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/21636330/assets,"https://uploads.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/21636330/assets{?name,label}",https://github.com/DiseaseOntology/HumanDiseaseOntology/releases/tag/v2019-11-20_v2,21636330,4333069,MDQ6VXNlcjQzMzMwNjk=,https://avatars.githubusercontent.com/u/4333069?v=4,NA,https://api.github.com/users/lschriml,https://github.com/lschriml,https://api.github.com/users/lschriml/followers,https://api.github.com/users/lschriml/following{/other_user},https://api.github.com/users/lschriml/gists{/gist_id},https://api.github.com/users/lschriml/starred{/owner}{/repo},https://api.github.com/users/lschriml/subscriptions,https://api.github.com/users/lschriml/orgs,https://api.github.com/users/lschriml/repos,https://api.github.com/users/lschriml/events{/privacy},https://api.github.com/users/lschriml/received_events,User,FALSE,MDc6UmVsZWFzZTIxNjM2MzMw,master,FALSE,FALSE,2019-11-20T22:29:57Z,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/tarball/v2019-11-20_v2,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/zipball/v2019-11-20_v2,NA
v2019-11-20,DO November 2019 Release,lschriml,2019-11-20T21:13:19Z,"In the DO November 2019 release: Includes 9,690 DOIDs, an increase in 36 DO terms, with 69% of DO terms defined. This release includes splits of DO terms based on OMIM subtypes, addition of definitions, new terms, Symptom Ontology logical axioms, and a new DO_IEDB_slim for the Immune Epitope Database.",https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/21634656,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/21634656/assets,"https://uploads.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/21634656/assets{?name,label}",https://github.com/DiseaseOntology/HumanDiseaseOntology/releases/tag/v2019-11-20,21634656,4333069,MDQ6VXNlcjQzMzMwNjk=,https://avatars.githubusercontent.com/u/4333069?v=4,NA,https://api.github.com/users/lschriml,https://github.com/lschriml,https://api.github.com/users/lschriml/followers,https://api.github.com/users/lschriml/following{/other_user},https://api.github.com/users/lschriml/gists{/gist_id},https://api.github.com/users/lschriml/starred{/owner}{/repo},https://api.github.com/users/lschriml/subscriptions,https://api.github.com/users/lschriml/orgs,https://api.github.com/users/lschriml/repos,https://api.github.com/users/lschriml/events{/privacy},https://api.github.com/users/lschriml/received_events,User,FALSE,MDc6UmVsZWFzZTIxNjM0NjU2,master,FALSE,FALSE,2019-11-20T21:19:13Z,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/tarball/v2019-11-20,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/zipball/v2019-11-20,NA
v2019-10-30,DO October 2019 Release,lschriml,2019-10-30T17:33:07Z,"The DO's October 2019 release contains 9,654 DO Diseases (OBO file)with 68% of terms with textual definitions (6652/9654), with a total class count (doid.owl), 18,302. Curation activities for this release have focused on OMIM splits, the addition of 148 new DO diseases & their associated OMIM and MeSH xrefs, 152 textual definitions, 276 SubClass Of axioms, 32 new Symptom Ontology terms, and the addition of new IEDB alternative disease names.",https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/21095990,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/21095990/assets,"https://uploads.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/21095990/assets{?name,label}",https://github.com/DiseaseOntology/HumanDiseaseOntology/releases/tag/v2019-10-30,21095990,4333069,MDQ6VXNlcjQzMzMwNjk=,https://avatars.githubusercontent.com/u/4333069?v=4,NA,https://api.github.com/users/lschriml,https://github.com/lschriml,https://api.github.com/users/lschriml/followers,https://api.github.com/users/lschriml/following{/other_user},https://api.github.com/users/lschriml/gists{/gist_id},https://api.github.com/users/lschriml/starred{/owner}{/repo},https://api.github.com/users/lschriml/subscriptions,https://api.github.com/users/lschriml/orgs,https://api.github.com/users/lschriml/repos,https://api.github.com/users/lschriml/events{/privacy},https://api.github.com/users/lschriml/received_events,User,FALSE,MDc6UmVsZWFzZTIxMDk1OTkw,master,FALSE,FALSE,2019-10-30T17:41:51Z,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/tarball/v2019-10-30,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/zipball/v2019-10-30,NA
v2019-09-16,DO September 16 2019 Release,beckyjackson,2019-09-16T15:08:28Z,This release contains 9506 disease terms with 68% of terms defined (6500/9506). This release includes `dc:type` reference types using ECO classes as annotations on the definitions to show what kind of reference was used to create the definition. These annotations do not appear in the OBO-format release products. It also includes addition of more symptoms and new additions from OMIM splits.,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/20019101,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/20019101/assets,"https://uploads.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/20019101/assets{?name,label}",https://github.com/DiseaseOntology/HumanDiseaseOntology/releases/tag/v2019-09-16,20019101,16750150,MDQ6VXNlcjE2NzUwMTUw,https://avatars.githubusercontent.com/u/16750150?v=4,NA,https://api.github.com/users/beckyjackson,https://github.com/beckyjackson,https://api.github.com/users/beckyjackson/followers,https://api.github.com/users/beckyjackson/following{/other_user},https://api.github.com/users/beckyjackson/gists{/gist_id},https://api.github.com/users/beckyjackson/starred{/owner}{/repo},https://api.github.com/users/beckyjackson/subscriptions,https://api.github.com/users/beckyjackson/orgs,https://api.github.com/users/beckyjackson/repos,https://api.github.com/users/beckyjackson/events{/privacy},https://api.github.com/users/beckyjackson/received_events,User,FALSE,MDc6UmVsZWFzZTIwMDE5MTAx,master,FALSE,FALSE,2019-09-16T15:12:38Z,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/tarball/v2019-09-16,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/zipball/v2019-09-16,NA
v2019-8-22,DO's August 22nd Release,lschriml,2019-08-22T17:18:16Z,"This release includes new Axioms for defining disease symptoms, contains 9,480 disease terms, with 68% of terms defined (6472/9480), review and revision of genetic susceptibility terms from OMIM, thus the creation of new DO diseases for psoriasis, epilepsy and febrile seizures. Inheritance axioms have been added across the genetic disease branch to further refine diseases as monogenic, autosomal or X-linked inheritance diseases.",https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/19473861,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/19473861/assets,"https://uploads.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/19473861/assets{?name,label}",https://github.com/DiseaseOntology/HumanDiseaseOntology/releases/tag/v2019-8-22,19473861,4333069,MDQ6VXNlcjQzMzMwNjk=,https://avatars.githubusercontent.com/u/4333069?v=4,NA,https://api.github.com/users/lschriml,https://github.com/lschriml,https://api.github.com/users/lschriml/followers,https://api.github.com/users/lschriml/following{/other_user},https://api.github.com/users/lschriml/gists{/gist_id},https://api.github.com/users/lschriml/starred{/owner}{/repo},https://api.github.com/users/lschriml/subscriptions,https://api.github.com/users/lschriml/orgs,https://api.github.com/users/lschriml/repos,https://api.github.com/users/lschriml/events{/privacy},https://api.github.com/users/lschriml/received_events,User,FALSE,MDc6UmVsZWFzZTE5NDczODYx,master,FALSE,FALSE,2019-08-22T17:23:03Z,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/tarball/v2019-8-22,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/zipball/v2019-8-22,NA
v2019-8-06,DO's August 8th Release,lschriml,2019-08-06T20:19:24Z,"This release includes 9,423 Disease Terms with 68% defined (6414/9423), the inclusions of additional OMIM Phenotype Series (e.g. congenital disorder of glycosylation, LEOPARD syndrome), added 39 new disease terms (e.g. Naxos disease, non-alcoholic fatty liver NAFL), added 42 definitions. The genetic disease branch was further refined, with the inclusion of 'polygenic disease' and 'digenic disease' terms and the addition of SubClassOf definitions to classify genetic disease terms to the more specific monogenic disease subtypes.",https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/19118349,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/19118349/assets,"https://uploads.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/19118349/assets{?name,label}",https://github.com/DiseaseOntology/HumanDiseaseOntology/releases/tag/v2019-8-06,19118349,4333069,MDQ6VXNlcjQzMzMwNjk=,https://avatars.githubusercontent.com/u/4333069?v=4,NA,https://api.github.com/users/lschriml,https://github.com/lschriml,https://api.github.com/users/lschriml/followers,https://api.github.com/users/lschriml/following{/other_user},https://api.github.com/users/lschriml/gists{/gist_id},https://api.github.com/users/lschriml/starred{/owner}{/repo},https://api.github.com/users/lschriml/subscriptions,https://api.github.com/users/lschriml/orgs,https://api.github.com/users/lschriml/repos,https://api.github.com/users/lschriml/events{/privacy},https://api.github.com/users/lschriml/received_events,User,FALSE,MDc6UmVsZWFzZTE5MTE4MzQ5,master,FALSE,FALSE,2019-08-06T20:24:33Z,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/tarball/v2019-8-06,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/zipball/v2019-8-06,NA
v2019-07015,DO July 2019 Release,lschriml,2019-07-15T16:28:49Z,"The DO's July 2019 release includes a revised classification for early-onset & late onset Parkinson's disease (coordinated with MGI and OMIM), the addition of new OMIM subtypes and term definitions. E.g. Angelman syndrome, leukocyte adhesion deficiency diseases, Boucher-Neuhauser syndrome, geroderma osteodysplasticum, hyaline body myopathy, autosomal recessive hyaline body myopathy, autosomal dominant hyaline body myopathy, isolated sulfite oxidase deficiency and Olive-McFarlane syndrome. This release includes 9,384 DO classes (67% defined: 6372/9384).",https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/18622805,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/18622805/assets,"https://uploads.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/18622805/assets{?name,label}",https://github.com/DiseaseOntology/HumanDiseaseOntology/releases/tag/v2019-07015,18622805,4333069,MDQ6VXNlcjQzMzMwNjk=,https://avatars.githubusercontent.com/u/4333069?v=4,NA,https://api.github.com/users/lschriml,https://github.com/lschriml,https://api.github.com/users/lschriml/followers,https://api.github.com/users/lschriml/following{/other_user},https://api.github.com/users/lschriml/gists{/gist_id},https://api.github.com/users/lschriml/starred{/owner}{/repo},https://api.github.com/users/lschriml/subscriptions,https://api.github.com/users/lschriml/orgs,https://api.github.com/users/lschriml/repos,https://api.github.com/users/lschriml/events{/privacy},https://api.github.com/users/lschriml/received_events,User,FALSE,MDc6UmVsZWFzZTE4NjIyODA1,master,FALSE,FALSE,2019-07-15T16:41:41Z,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/tarball/v2019-07015,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/zipball/v2019-07015,NA
v2019-06-28,DO June 2019 Release,lschriml,2019-06-28T19:19:54Z,"June 2019 DO release. The addition of 90 new DO terms, term count = 9358, with 67% of terms defined (6341/9358) terms defined - an addition of 175 text definitions. This release includes the addition of: genetic disease subtypes (e.g. corneal dystrophy, bronchiectasis); revision of Parkinson's major subtypes (juvenile, early); OMIM cross-references; ICDO codes in collaboration with ClinGen and CIViC; new DO terms for MGI; and curation of cross-reference formats.",https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/18302561,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/18302561/assets,"https://uploads.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/18302561/assets{?name,label}",https://github.com/DiseaseOntology/HumanDiseaseOntology/releases/tag/v2019-06-28,18302561,4333069,MDQ6VXNlcjQzMzMwNjk=,https://avatars.githubusercontent.com/u/4333069?v=4,NA,https://api.github.com/users/lschriml,https://github.com/lschriml,https://api.github.com/users/lschriml/followers,https://api.github.com/users/lschriml/following{/other_user},https://api.github.com/users/lschriml/gists{/gist_id},https://api.github.com/users/lschriml/starred{/owner}{/repo},https://api.github.com/users/lschriml/subscriptions,https://api.github.com/users/lschriml/orgs,https://api.github.com/users/lschriml/repos,https://api.github.com/users/lschriml/events{/privacy},https://api.github.com/users/lschriml/received_events,User,FALSE,MDc6UmVsZWFzZTE4MzAyNTYx,master,FALSE,FALSE,2019-06-28T19:33:50Z,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/tarball/v2019-06-28,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/zipball/v2019-06-28,NA
v2019-05-13,May 13th 2019 Disease Ontology Release,lschriml,2019-05-13T14:45:17Z,"The May 2019 DO release includes 9,268 disease classes, with 6166/9268 defined (66%). This month's release includes updates to the mitochondrial depletion and dysfunction syndromes, removal of obsolete OMIM IDs, and new terms requested via DO's GitHub tracker including: thyroid gland anaplastic carcinoma, lung non-squamous non-small cell carcinoma, adult-onset leukoencephalopathy with axonal spheroids and pigmented glia, and adult-onset leukoencephalopathy with axonal spheroids and pigmented glia; adding missing xrefs and synonyms, e.g. primary coenzyme Q10 deficiency series. Updates to the Disease Ontology for each GitHub commit are documented in: https://github.com/DiseaseOntology/HumanDiseaseOntology/commits/master/src/ontology/doid-edit.owl.",https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/17316717,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/17316717/assets,"https://uploads.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/17316717/assets{?name,label}",https://github.com/DiseaseOntology/HumanDiseaseOntology/releases/tag/v2019-05-13,17316717,4333069,MDQ6VXNlcjQzMzMwNjk=,https://avatars.githubusercontent.com/u/4333069?v=4,NA,https://api.github.com/users/lschriml,https://github.com/lschriml,https://api.github.com/users/lschriml/followers,https://api.github.com/users/lschriml/following{/other_user},https://api.github.com/users/lschriml/gists{/gist_id},https://api.github.com/users/lschriml/starred{/owner}{/repo},https://api.github.com/users/lschriml/subscriptions,https://api.github.com/users/lschriml/orgs,https://api.github.com/users/lschriml/repos,https://api.github.com/users/lschriml/events{/privacy},https://api.github.com/users/lschriml/received_events,User,FALSE,MDc6UmVsZWFzZTE3MzE2NzE3,master,FALSE,FALSE,2019-05-13T14:53:55Z,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/tarball/v2019-05-13,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/zipball/v2019-05-13,NA
v2019-04-18v2,"DO April 18 2019 release, v2",lschriml,2019-04-18T22:20:45Z,Fixed incorrect names space property for one disease. This release also includes updated OMIM IDs.,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/16860299,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/16860299/assets,"https://uploads.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/16860299/assets{?name,label}",https://github.com/DiseaseOntology/HumanDiseaseOntology/releases/tag/v2019-04-18v2,16860299,4333069,MDQ6VXNlcjQzMzMwNjk=,https://avatars.githubusercontent.com/u/4333069?v=4,NA,https://api.github.com/users/lschriml,https://github.com/lschriml,https://api.github.com/users/lschriml/followers,https://api.github.com/users/lschriml/following{/other_user},https://api.github.com/users/lschriml/gists{/gist_id},https://api.github.com/users/lschriml/starred{/owner}{/repo},https://api.github.com/users/lschriml/subscriptions,https://api.github.com/users/lschriml/orgs,https://api.github.com/users/lschriml/repos,https://api.github.com/users/lschriml/events{/privacy},https://api.github.com/users/lschriml/received_events,User,FALSE,MDc6UmVsZWFzZTE2ODYwMjk5,master,FALSE,FALSE,2019-04-18T22:22:24Z,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/tarball/v2019-04-18v2,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/zipball/v2019-04-18v2,NA
v2019-04-18,DO April 18 2019 release,lschriml,2019-04-18T19:23:44Z,"This release contains (doid.obo file): 9,262 disease terms, 98% with a single is_a parent, 6158/9262 (66%) of terms defined. This release includes the addition of ICD-O xrefs, inferred Y-linked inheritance disease terms, updating of the OMIM susceptibility terms, addition of pediatric cancer terms for ClinGen, addition of disease subtypes (e.g. Meier-Gorlin syndrome, miliaria), new DO terms (e.g. thiamine deficiency syndrome), adding back into DO Equivalent To statements that had disappeared during the file processing, reinstating Nipah virus encephalitis and the addition of OMIM, GARD, Orphanet and MESH IDs based on Wikidata updates.",https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/16857423,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/16857423/assets,"https://uploads.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/16857423/assets{?name,label}",https://github.com/DiseaseOntology/HumanDiseaseOntology/releases/tag/v2019-04-18,16857423,4333069,MDQ6VXNlcjQzMzMwNjk=,https://avatars.githubusercontent.com/u/4333069?v=4,NA,https://api.github.com/users/lschriml,https://github.com/lschriml,https://api.github.com/users/lschriml/followers,https://api.github.com/users/lschriml/following{/other_user},https://api.github.com/users/lschriml/gists{/gist_id},https://api.github.com/users/lschriml/starred{/owner}{/repo},https://api.github.com/users/lschriml/subscriptions,https://api.github.com/users/lschriml/orgs,https://api.github.com/users/lschriml/repos,https://api.github.com/users/lschriml/events{/privacy},https://api.github.com/users/lschriml/received_events,User,FALSE,MDc6UmVsZWFzZTE2ODU3NDIz,master,FALSE,FALSE,2019-04-18T19:30:58Z,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/tarball/v2019-04-18,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/zipball/v2019-04-18,NA
v2019-03-01,DO March 1 2019 Release,lschriml,2019-03-01T17:45:19Z,"This release includes data and software updates: DO website file (doid-non-classified.obo): 9,233 DO terms, 66% (6,118/9233) DO terms defined; 83% with 1 parent, 15 % with 2 parents. doid.owl file: class count: 17,814; SubClassOf class axioms: 21,507; EquivalentClasses class axioms: 684. And the addition of new definitions, fixes to X-linked recessive disease logical definitions, fixes addressing GitHub ticker (dual parentage seen in doid-non-classified.obo/HumanDO.obo file; missing inferred child terms. DO's Makefile and robot.jar file have been enhanced to improve our QC and release process.",https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/15865133,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/15865133/assets,"https://uploads.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/15865133/assets{?name,label}",https://github.com/DiseaseOntology/HumanDiseaseOntology/releases/tag/v2019-03-01,15865133,4333069,MDQ6VXNlcjQzMzMwNjk=,https://avatars.githubusercontent.com/u/4333069?v=4,NA,https://api.github.com/users/lschriml,https://github.com/lschriml,https://api.github.com/users/lschriml/followers,https://api.github.com/users/lschriml/following{/other_user},https://api.github.com/users/lschriml/gists{/gist_id},https://api.github.com/users/lschriml/starred{/owner}{/repo},https://api.github.com/users/lschriml/subscriptions,https://api.github.com/users/lschriml/orgs,https://api.github.com/users/lschriml/repos,https://api.github.com/users/lschriml/events{/privacy},https://api.github.com/users/lschriml/received_events,User,FALSE,MDc6UmVsZWFzZTE1ODY1MTMz,master,FALSE,FALSE,2019-03-01T17:58:03Z,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/tarball/v2019-03-01,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/zipball/v2019-03-01,NA
v2019-02-21,DO Jan-Feb 2019 data release,lschriml,2019-02-21T20:02:45Z,"Many updates included in this DO release. Logical definitions have been added across cell and organ cancers. 285 Textual definitions were added. DO term definitions have been increased to 66% (6102/9332) DO terms (a 4% increase) - as seen in doid.obo. doid.owl - class count = 17,811, SubClassOf axioms: 20,008, EquivalentClasses: 674, DisJointClasses: 28 109 new DO terms, based on OMIM subtype splits. Many new terms from MGI, Xenbase, PomBase and FlyBase. The Genotype Ontology (GENO)'s updates have been incorporated into the DO, thus enabling us to create logical definitions for X-linked DO terms.",https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/15703469,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/15703469/assets,"https://uploads.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/15703469/assets{?name,label}",https://github.com/DiseaseOntology/HumanDiseaseOntology/releases/tag/v2019-02-21,15703469,4333069,MDQ6VXNlcjQzMzMwNjk=,https://avatars.githubusercontent.com/u/4333069?v=4,NA,https://api.github.com/users/lschriml,https://github.com/lschriml,https://api.github.com/users/lschriml/followers,https://api.github.com/users/lschriml/following{/other_user},https://api.github.com/users/lschriml/gists{/gist_id},https://api.github.com/users/lschriml/starred{/owner}{/repo},https://api.github.com/users/lschriml/subscriptions,https://api.github.com/users/lschriml/orgs,https://api.github.com/users/lschriml/repos,https://api.github.com/users/lschriml/events{/privacy},https://api.github.com/users/lschriml/received_events,User,FALSE,MDc6UmVsZWFzZTE1NzAzNDY5,master,FALSE,FALSE,2019-02-21T20:10:35Z,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/tarball/v2019-02-21,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/zipball/v2019-02-21,NA
v2018-12-17,DO December 2018 v2 release,beckyjackson,2018-12-17T21:04:30Z,Revert back to database xrefs for definition sources.,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/14579622,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/14579622/assets,"https://uploads.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/14579622/assets{?name,label}",https://github.com/DiseaseOntology/HumanDiseaseOntology/releases/tag/v2018-12-17,14579622,16750150,MDQ6VXNlcjE2NzUwMTUw,https://avatars.githubusercontent.com/u/16750150?v=4,NA,https://api.github.com/users/beckyjackson,https://github.com/beckyjackson,https://api.github.com/users/beckyjackson/followers,https://api.github.com/users/beckyjackson/following{/other_user},https://api.github.com/users/beckyjackson/gists{/gist_id},https://api.github.com/users/beckyjackson/starred{/owner}{/repo},https://api.github.com/users/beckyjackson/subscriptions,https://api.github.com/users/beckyjackson/orgs,https://api.github.com/users/beckyjackson/repos,https://api.github.com/users/beckyjackson/events{/privacy},https://api.github.com/users/beckyjackson/received_events,User,FALSE,MDc6UmVsZWFzZTE0NTc5NjIy,master,FALSE,FALSE,2018-12-17T21:05:57Z,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/tarball/v2018-12-17,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/zipball/v2018-12-17,NA
v2018-12-14,DO December 2018 release,lschriml,2018-12-14T19:02:35Z,"Major updates in this release: added cancer terms for CIViC, MGI and PomBase. Updated DO_cancer_slim and DO_AGR_slim files. Revised cell type benign neoplasm inferred parent, logical definitions. Term counts: doid.obo 9,113 terms, 5702/9113 Disease terms defined.",https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/14544884,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/14544884/assets,"https://uploads.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/14544884/assets{?name,label}",https://github.com/DiseaseOntology/HumanDiseaseOntology/releases/tag/v2018-12-14,14544884,4333069,MDQ6VXNlcjQzMzMwNjk=,https://avatars.githubusercontent.com/u/4333069?v=4,NA,https://api.github.com/users/lschriml,https://github.com/lschriml,https://api.github.com/users/lschriml/followers,https://api.github.com/users/lschriml/following{/other_user},https://api.github.com/users/lschriml/gists{/gist_id},https://api.github.com/users/lschriml/starred{/owner}{/repo},https://api.github.com/users/lschriml/subscriptions,https://api.github.com/users/lschriml/orgs,https://api.github.com/users/lschriml/repos,https://api.github.com/users/lschriml/events{/privacy},https://api.github.com/users/lschriml/received_events,User,FALSE,MDc6UmVsZWFzZTE0NTQ0ODg0,master,FALSE,FALSE,2018-12-14T19:08:14Z,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/tarball/v2018-12-14,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/zipball/v2018-12-14,NA
v2018-11-02,DO release for November 2nd 2018,lschriml,2018-11-02T17:41:02Z,"Major updates for this release: logical definitions in cell type cancer branch. ROBOT warnings for white spaces fixed. 9,095 DOIDs in OBO file- 62% defined, 11,493 in OWL file. 3,670 SubClassOf and 725 Equivalent To statements.",https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/13803184,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/13803184/assets,"https://uploads.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/13803184/assets{?name,label}",https://github.com/DiseaseOntology/HumanDiseaseOntology/releases/tag/v2018-11-02,13803184,4333069,MDQ6VXNlcjQzMzMwNjk=,https://avatars.githubusercontent.com/u/4333069?v=4,NA,https://api.github.com/users/lschriml,https://github.com/lschriml,https://api.github.com/users/lschriml/followers,https://api.github.com/users/lschriml/following{/other_user},https://api.github.com/users/lschriml/gists{/gist_id},https://api.github.com/users/lschriml/starred{/owner}{/repo},https://api.github.com/users/lschriml/subscriptions,https://api.github.com/users/lschriml/orgs,https://api.github.com/users/lschriml/repos,https://api.github.com/users/lschriml/events{/privacy},https://api.github.com/users/lschriml/received_events,User,FALSE,MDc6UmVsZWFzZTEzODAzMTg0,master,FALSE,FALSE,2018-11-02T17:49:11Z,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/tarball/v2018-11-02,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/zipball/v2018-11-02,NA
v2018-10-24,DO's October 24th release,lschriml,2018-10-24T15:38:02Z,"Incorporated updates to genetic disease logical defs for modes of inheritance. For this release, SO ontology (that DO imports) deprecated their root node, SO_000000. To enable DO to have a root node, we kept 'sequence' , with the ID: doid#sequence. Updates this release to cell type cancer, logical defs to Cell Ontology. DO terms: 9,095, 62% defined, 5685/9095.",https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/13635479,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/13635479/assets,"https://uploads.github.com/repos/DiseaseOntology/HumanDiseaseOntology/releases/13635479/assets{?name,label}",https://github.com/DiseaseOntology/HumanDiseaseOntology/releases/tag/v2018-10-24,13635479,4333069,MDQ6VXNlcjQzMzMwNjk=,https://avatars.githubusercontent.com/u/4333069?v=4,NA,https://api.github.com/users/lschriml,https://github.com/lschriml,https://api.github.com/users/lschriml/followers,https://api.github.com/users/lschriml/following{/other_user},https://api.github.com/users/lschriml/gists{/gist_id},https://api.github.com/users/lschriml/starred{/owner}{/repo},https://api.github.com/users/lschriml/subscriptions,https://api.github.com/users/lschriml/orgs,https://api.github.com/users/lschriml/repos,https://api.github.com/users/lschriml/events{/privacy},https://api.github.com/users/lschriml/received_events,User,FALSE,MDc6UmVsZWFzZTEzNjM1NDc5,master,FALSE,FALSE,2018-10-24T15:42:17Z,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/tarball/v2018-10-24,https://api.github.com/repos/DiseaseOntology/HumanDiseaseOntology/zipball/v2018-10-24,NA
